TIME,COURSE,IMP_MSHS_CLASS,IM_MSHS_CLUB,IM_COMPETIT,IM_AFTERSCHOOL,IM_SUMMERCAMP,IM_APCLASS,IM_DUAL,IM_FAM_INFLU,IM_FAM_WORK,IM_HSTEACH,IM_EMPLOY,IM_STUDENT,IM_WORK,IM_OTHER,DEG_PROGRAM,MOT_JOB,MOT_BACH,MOT_HS,MOT_CAR_AD,MOT_CAR_CHG,MOT_PROFDEV,MOT_JOBDIS,MOT_RELOC,MOT_CURRENT,MOT_IT_CERT,MOT_FINAN,MOT_PERS,FIRST_CHOICE,MORE_CLASS,MORE_CLASS_WHY,GENDER,AGE
2022/10/05 10:13:52 AM EST,CMP 128 Computer Science I,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,4,moderately interested because it depends on what i need to learn in the future when looking for a programming job.,Man,18 and younger
2022/10/05 11:38:15 AM EST,CMP 128 Computer Science I,Some Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime EDAM,,,,,,,,,,,,,,3,im not great at it,Woman,18 and younger
2022/10/05 11:38:27 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Challenger Program,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Engineering,,,Man,18 and younger
2022/10/05 11:38:32 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,CIS Game Development,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,First Choice,,,Prefer not to say,18 and younger
2022/10/05 11:38:40 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ShareTime Engineering,,,,,,,,,,,,,,4,I like how with computing classes there is a right and wrong answer but still room to be creative. ,Woman,18 and younger
2022/10/05 11:39:22 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime EDAM,,,,,,,,,,,,,,3,I do not feel as though I need to be extremely well versed in computing for mechanical engineering but I also feel I need to know enough to be useful in making things.,Man,18 and younger
2022/10/05 11:39:27 AM EST,CMP 128 Computer Science I,Some Impact,N/A,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Psychology,,,,,,,,,,,,,,3,"It doesn't have to do with my major, but I have some friends that want to work in STEM and I thought it would be a good idea to try it out and see what it had to offer. I am completing this class for my credits, and although challenging at times, I enjoy learning about something I never would have experienced without the advice of my friends.",Woman,19-20
2022/10/05 11:40:26 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/05 11:41:22 AM EST,CMP 128 Computer Science I,Some Impact,High Impact,N/A,N/A,N/A,N/A,N/A,High Impact,High Impact,No Impact,N/A,N/A,N/A,N/A,Mechanical Engineering Technology,,,,,,,,,,,,,,4,Being the only one that does not know what they are doing and struggling to catch up. ,Woman,18 and younger
2022/10/05 11:41:39 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Challenger Program,No,No,No,No,No,No,No,No,No,No,No,No,N/A,,,Man,18 and younger
2022/10/05 11:41:49 AM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Undecided,,,,,,,,,,,,,,3,"It's interesting to learn about the history of coding and how it affected technology for the future, but I'm not sure how I would feel about doing future classes where we type code and solve problems because of how complicated the coding commands can be at times.",Man,18 and younger
2022/10/05 11:42:03 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,,,4,"i was never really interested in computer science back when i took AP comp sci. nothing i did seemed to make sense to me, which took away hope that i would get past the class. when we started doing comp sci at the ccm, everything i did began to add up. it being easier to understand, i started to gain more interest in the subject.",Man,18 and younger
2022/10/05 11:43:02 AM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime Engineering,,,,,,,,,,,,,,4,I enjoy this class and would take another in the future,Man,18 and younger
2022/10/05 11:43:16 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High School Student,,,,,,,,,,,,,,4,I would be interested in taking another computing class because it could help me in the future with the career I wish to pursue.,Man,18 and younger
2022/10/05 11:43:19 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,ShareTime EDAM,,,,,,,,,,,,,,3,I would not be interested because after this class I will have most of what I need to know for mechanical engineering.,Man,18 and younger
2022/10/05 11:48:37 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,First Choice,,,I do not identify,18 and younger
2022/10/05 6:36:24 PM EST,CMP 128 Computer Science I,N/A,N/A,High Impact,N/A,N/A,N/A,N/A,Some Impact,Some Impact,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,21-24
2022/10/05 11:05:46 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Engineering,,,Man,21-24
2022/10/06 10:11:16 AM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Digital Media Technology,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,LIberal Arts,,,Man,19-20
2022/10/06 10:12:05 AM EST,CMP 239 Internet & Web Page Design,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,First Choice,,,Man,18 and younger
2022/10/06 10:13:01 AM EST,CMP 239 Internet & Web Page Design,High Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Engineering,,,Man,18 and younger
2022/10/06 10:13:11 AM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Business,,,,,,,,,,,,,,3,Im not really exited nor disapointed about taking a computer class.,Woman,18 and younger
2022/10/06 10:13:32 AM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Digital Media Technology,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,First Choice,,,Man,21-24
2022/10/06 10:14:08 AM EST,CMP 239 Internet & Web Page Design,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Criminal Justice,,,Woman,19-20
2022/10/06 10:14:36 AM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Computer Science,,,Woman,18 and younger
2022/10/06 10:15:07 AM EST,CMP 239 Internet & Web Page Design,High Impact,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,High Impact,Some Impact,N/A,N/A,N/A,N/A,Information Technology,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Computer Science,,,Man,21-24
2022/10/06 10:16:04 AM EST,CMP 239 Internet & Web Page Design,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,N/A,Digital Media Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Game Development,,,Woman,19-20
2022/10/06 10:16:51 AM EST,CMP 239 Internet & Web Page Design,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Business,,,,,,,,,,,,,,3,"I have taken plenty of computing classes previously when I was an IT major (before I switched to business professional). Although its and interesting topic, I don't think it would be of any use to the profession I am going for currently.",Man,19-20
2022/10/06 10:17:41 AM EST,CMP 239 Internet & Web Page Design,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Engineering,,,Man,19-20
2022/10/06 10:19:04 AM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Man,21-24
2022/10/06 10:19:59 AM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Engineering,,,Man,19-20
2022/10/06 10:52:04 AM EST,CMP 239 Internet & Web Page Design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Some Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,First Choice,,,Prefer not to say,35-64
2022/10/07 10:53:27 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Biology,,,,,,,,,,,,,,3,"A lot of medical instruments are becoming more automated. As well as tools, and other pathways I am interested in. ",Woman,18 and younger
2022/10/10 2:28:44 PM EST,CMP 239 Internet & Web Page Design,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Non Degree seeking,,,,,,,,,,,,,,4,I am enjoying the online class,Woman,35-64
2022/10/13 11:57:18 AM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Woman,18 and younger
2022/10/13 11:58:09 AM EST,CMP 128 Computer Science I,No Impact,No Impact,Some Impact,High Impact,High Impact,N/A,High Impact,High Impact,N/A,High Impact,N/A,N/A,N/A,N/A,ShareTime CSIP Program,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,First Choice,,,Man,18 and younger
2022/10/13 11:58:28 AM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2022/10/13 12:00:20 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,N/A,High Impact,N/A,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,First Choice,,,Woman,18 and younger
2022/10/13 12:01:22 PM EST,CMP 128 Computer Science I,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,N/A,Some Impact,Some Impact,N/A,Information Technology,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/13 12:03:03 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,N/A,,,Man,18 and younger
2022/10/13 12:03:06 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,High Impact,N/A,N/A,N/A,N/A,ShareTime CSIP Program,No,Yes,No,No,No,No,No,No,No,Yes,No,No,First Choice,,,Man,18 and younger
2022/10/13 12:03:47 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,First Choice,,,Woman,18 and younger
2022/10/13 12:05:34 PM EST,CMP 128 Computer Science I,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,N/A,Some Impact,N/A,N/A,ShareTime CSIP Program,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Engineering,,,Man,18 and younger
2022/10/13 12:05:35 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,ShareTime CSIP Program,No,No,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,,,Man,18 and younger
2022/10/13 12:05:51 PM EST,CMP 128 Computer Science I,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,N/A,,,Man,18 and younger
2022/10/13 12:07:31 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,,,Man,19-20
2022/10/13 12:07:35 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Security Certificate of Achievement,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,First Choice,,,Man,18 and younger
2022/10/13 12:09:14 PM EST,CMP 128 Computer Science I,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Challenger Program,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,First Choice,,,Woman,18 and younger
2022/10/13 12:13:01 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,18 and younger
2022/10/13 12:13:38 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/13 12:14:04 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business,,,,,,,,,,,,,,5,"It's a career that I study when I just graduated from high school, but I didn't like it and I transfer to another career. But I have always been interested in software programming. ",Man,35-64
2022/10/13 12:26:49 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,N/A,,,Man,18 and younger
2022/10/13 1:18:22 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,First Choice,,,Woman,19-20
2022/10/13 1:19:30 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Education,,,,,,,,,,,,,,1,I am taking this class as a requirement for my major. I am unsure as to why this is a requirement for my Early Childhood Education associates degree but it was.,Woman,19-20
2022/10/13 1:19:45 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Business,,,Man,21-24
2022/10/13 1:21:28 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Criminal Justice,,,Woman,19-20
2022/10/13 1:21:55 PM EST,CMP 128 Computer Science I,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,First Choice,,,Man,18 and younger
2022/10/13 1:22:36 PM EST,CMP 128 Computer Science I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,First Choice,,,Prefer not to say,18 and younger
2022/10/13 1:22:44 PM EST,CMP 128 Computer Science I,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,,,5,Professor is very good.  ,Man,35-64
2022/10/13 1:23:24 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,N/A,Computer Science,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,First Choice,,,Man,19-20
2022/10/13 1:28:11 PM EST,CMP 128 Computer Science I,Some Impact,No Impact,Some Impact,N/A,N/A,N/A,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,First Choice,,,Woman,21-24
2022/10/13 1:30:22 PM EST,CMP 131 Fundamentals of Programming (Python),Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Architecture,,,Man,21-24
2022/10/13 1:31:38 PM EST,CMP 128 Computer Science I,High Impact,Some Impact,Some Impact,N/A,N/A,N/A,N/A,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,N/A,Undecided,,,,,,,,,,,,,,4,"I am a electrical engineering major so I know that I will need to take another computing class in the future but I'm not the best at coding. I want to get better at it, and would like to be able to code for jobs possibly in the future.",Man,18 and younger
